Region,Hour,FacilityLoad_MW,RenewableUse_MW,Charge_MW,Discharge_MW,SOC_MWh,GridPurchase_MW,GridSell_MW,Curtailment_MW,GridExportLimit_MW,Price,SellPrice,CarbonIntensity,AvailableRenewable_MW
RegionA,0,499.14900045,499.14900045,0.0,98.21000000000001,50.75,0.0,0.0,139.25099955000005,0.0,468.0,0.0,0.6679,540.19
RegionA,1,535.4235,535.4235,50.806451612903224,0.0,98.0,0.0,0.0,1.64004838709684,0.0,468.31,0.0,0.6703,587.87
RegionA,2,544.32,544.32,84.6774193548387,0.0,176.75,0.0,0.0,21.002580645161288,0.0,468.61,0.0,0.6693,650.0
RegionA,3,564.4080000000001,564.4080000000001,84.6774193548387,0.0,255.5,0.0,0.0,73.26458064516123,0.0,468.91,0.0,0.665,722.35
RegionA,4,564.4079995500001,564.4079995500001,0.0,90.16000000000001,157.5,0.0,0.0,325.7520004499999,0.0,469.22,0.0,0.6578,800.0
RegionA,5,564.408,564.408,0.0,83.72,66.5,0.0,0.0,396.962,0.0,469.52,0.0,0.6483,877.65
RegionA,6,559.7208004500001,559.7208004500001,97.84946236559139,0.0,157.5,0.0,0.0,292.4297371844085,0.0,469.82,0.0,0.637,950.0
RegionA,7,544.3200004500001,544.3200004500001,0.0,83.72,66.5,0.0,0.0,551.52999955,0.0,723.26,0.0,0.6248,1012.13
RegionA,8,544.32,544.32,97.84946236559139,0.0,157.5,0.0,0.0,417.6405376344085,0.0,723.71,0.0,0.6126,1059.81
RegionA,9,544.31999955,544.31999955,0.0,83.72,66.5,0.0,0.0,629.18000045,0.0,724.16,0.0,0.6013,1089.78
RegionA,10,531.71100045,531.71100045,97.84946236559139,0.0,157.5,0.0,0.0,470.43953718440855,0.0,724.61,0.0,0.5917,1100.0
RegionA,11,506.1015,506.1015,0.0,83.72,66.5,0.0,0.0,667.3985,0.0,725.04,0.0,0.5845,1089.78
RegionA,12,466.47899954999997,466.47899954999997,97.84946236559139,0.0,157.5,0.0,0.0,495.4815380844086,0.0,725.48,0.0,0.5802,1059.81
RegionA,13,443.66670000000005,443.66670000000005,0.0,83.72,66.5,0.0,0.0,652.1832999999999,0.0,725.9,0.0,0.5791,1012.13
RegionA,14,423.08729955,423.08729955,97.84946236559139,0.0,157.5,0.0,0.0,429.06323808440857,0.0,726.32,0.0,0.5814,950.0
RegionA,15,379.06649999999996,379.06649999999996,0.0,83.72,66.5,0.0,0.0,582.3035,0.0,726.74,0.0,0.5869,877.65
RegionA,16,334.04399955,334.04399955,97.84946236559139,0.0,157.5,0.0,0.0,368.1065380844086,0.0,727.14,0.0,0.5954,800.0
RegionA,17,316.91249955,316.91249955,0.0,98.21000000000001,50.75,0.0,0.0,503.64750045000005,0.0,1054.92,0.0,0.6062,722.35
RegionA,18,299.44349955,299.44349955,84.6774193548387,0.0,129.5,0.0,0.0,265.87908109516127,0.0,1055.49,0.0,0.6188,650.0
RegionA,19,386.49149954999996,386.49149954999996,0.0,86.94,35.0,0.0,0.0,288.31850045000004,0.0,1056.03,0.0,0.6321,587.87
RegionA,20,330.88499955,330.88499955,84.6774193548387,0.0,113.75,0.0,0.0,124.62758109516136,0.0,1056.56,0.0,0.6455,540.19
RegionA,21,376.12350000000004,376.12350000000004,84.6774193548387,0.0,192.5,0.0,0.0,49.41908064516127,0.0,1057.08,0.0,0.658,510.22
RegionA,22,388.00349954999996,388.00349954999996,84.6774193548387,0.0,271.25,0.0,0.0,27.319081095161323,0.0,656.43,0.0,0.6687,500.0
RegionA,23,408.92849954999997,408.92849954999997,84.6774193548387,0.0,350.0,0.0,0.0,16.61408109516134,0.0,656.73,0.0,0.6771,510.22
RegionA,24,478.15650045,478.15650045,0.0,86.94,255.5,0.0,0.0,148.97349955000004,0.0,474.52,0.0,0.6825,540.19
RegionA,25,495.67949955000006,495.67949955000006,0.0,90.16000000000001,157.5,0.0,0.0,182.35050044999997,0.0,474.72,0.0,0.6846,587.87
RegionA,26,544.3200004500001,544.3200004500001,0.0,83.72,66.5,0.0,0.0,189.39999954999993,0.0,474.91,0.0,0.6833,650.0
RegionA,27,544.32,544.32,97.84946236559139,0.0,157.5,0.0,0.0,80.18053763440855,0.0,475.1,0.0,0.6787,722.35
RegionA,28,544.32,544.32,0.0,83.72,66.5,0.0,0.0,339.4,0.0,475.28,0.0,0.6712,800.0
RegionA,29,544.3199995500001,544.3199995500001,97.84946236559139,0.0,157.5,0.0,0.0,235.4805380844084,0.0,475.45,0.0,0.6612,877.65
RegionA,30,544.3200004500001,544.3200004500001,0.0,83.72,66.5,0.0,0.0,489.39999954999996,0.0,475.61,0.0,0.6496,950.0
RegionA,31,544.31999955,544.31999955,97.84946236559139,0.0,157.5,0.0,0.0,369.96053808440854,0.0,731.94,0.0,0.637,1012.13
RegionA,32,544.3200004500001,544.3200004500001,0.0,83.72,66.5,0.0,0.0,599.2099995499999,0.0,732.16,0.0,0.6245,1059.81
RegionA,33,544.3199999999999,544.3199999999999,97.84946236559139,0.0,157.5,0.0,0.0,447.6105376344086,0.0,732.37,0.0,0.6128,1089.78
RegionA,34,535.6124995499999,535.6124995499999,0.0,83.72,66.5,0.0,0.0,648.1075004500001,0.0,732.56,0.0,0.6027,1100.0
RegionA,35,516.4290004500001,516.4290004500001,97.84946236559139,0.0,157.5,0.0,0.0,475.50153718440845,0.0,732.74,0.0,0.595,1089.78
RegionA,36,464.1975,464.1975,0.0,83.72,66.5,0.0,0.0,679.3325,0.0,732.9,0.0,0.5902,1059.81
RegionA,37,439.10100045,439.10100045,97.84946236559139,0.0,157.5,0.0,0.0,475.17953718440856,0.0,733.05,0.0,0.5887,1012.13
RegionA,38,422.42040000000003,422.42040000000003,0.0,83.72,66.5,0.0,0.0,611.2996,0.0,733.18,0.0,0.5905,950.0
RegionA,39,401.13090045000007,401.13090045000007,97.84946236559139,0.0,157.5,0.0,0.0,378.66963718440854,0.0,733.3,0.0,0.5955,877.65
RegionA,40,375.20549955,375.20549955,0.0,83.72,66.5,0.0,0.0,508.51450045,0.0,733.4,0.0,0.6035,800.0
RegionA,41,328.90050045000004,328.90050045000004,97.84946236559139,0.0,157.5,0.0,0.0,295.6000371844086,0.0,1063.56,0.0,0.6138,722.35
RegionA,42,289.99350045,289.99350045,0.0,98.21000000000001,50.75,0.0,0.0,458.21649955,0.0,1063.67,0.0,0.6258,650.0
RegionA,43,297.324,297.324,84.6774193548387,0.0,129.5,0.0,0.0,205.86858064516127,0.0,1063.75,0.0,0.6386,587.87
RegionA,44,346.34250000000003,346.34250000000003,84.6774193548387,0.0,208.25,0.0,0.0,109.1700806451613,0.0,1063.82,0.0,0.6514,540.19
RegionA,45,327.84750045000004,327.84750045000004,84.6774193548387,0.0,287.0,0.0,0.0,97.69508019516127,0.0,1063.86,0.0,0.6633,510.22
